Key,Values
ZUMZ,"2012-08-31, 2012-11-30, 2013-03-15, 2013-05-24, 2013-09-06, 2013-12-06, 2014-03-14, 2014-05-22, 2014-09-05, 2014-12-05, 2015-03-13, 2015-06-05, 2015-09-11, 2015-12-04, 2016-03-11, 2016-06-03, 2016-09-09, 2016-12-02, 2017-03-10, 2017-06-01, 2017-09-08, 2017-12-01, 2018-03-16, 2018-06-08, 2018-09-07, 2018-12-07, 2019-03-15, 2019-06-07, 2019-09-06, 2019-12-06, 2020-03-13, 2020-06-05, 2020-09-11, 2020-12-03, 2021-03-11, 2021-06-03, 2021-09-09, 2021-12-02, 2022-03-10, 2022-06-02, 2022-09-08"
GES,"2007-06-06, 2008-12-05, 2009-08-27, 2011-08-25, 2012-03-15, 2012-05-23, 2012-08-23, 2012-11-29, 2013-03-21, 2013-05-31, 2013-08-29, 2013-12-05, 2014-03-20, 2014-05-30, 2014-08-28, 2014-12-04, 2015-03-19, 2015-06-02, 2015-08-27, 2015-11-25, 2016-03-17, 2016-05-26, 2016-08-25, 2016-12-01, 2017-03-16, 2017-05-25, 2017-08-24, 2017-11-22, 2018-03-22, 2018-05-31, 2018-08-30, 2018-11-29, 2019-03-21, 2019-06-07, 2019-08-29, 2019-11-27, 2020-03-19, 2020-06-10, 2020-09-02, 2020-12-02, 2021-03-31, 2021-05-27, 2021-08-25, 2022-05-25, 2022-08-24"
FVRR,"2019-08-10, 2019-11-13, 2020-02-19, 2020-08-05"
TLYS,"2013-03-21, 2013-05-30, 2013-08-29, 2013-11-27, 2014-03-20, 2014-05-30, 2014-08-28, 2014-12-04, 2015-03-19, 2015-05-27, 2015-08-26, 2015-12-03, 2016-03-17, 2016-05-25, 2016-08-24, 2016-12-01, 2017-03-14, 2017-05-24, 2017-08-24, 2017-11-30, 2018-03-12, 2018-05-31, 2018-08-30, 2018-11-29, 2019-03-15, 2019-05-30, 2019-08-29, 2019-12-05, 2020-03-12, 2020-06-04, 2020-09-04, 2020-12-03, 2021-03-11, 2021-06-03, 2021-09-02, 2021-12-02, 2022-03-10, 2022-06-02, 2022-09-01"
ETSY,"2015-05-20, 2015-08-05, 2015-11-04, 2016-02-24, 2016-05-04, 2016-08-03, 2016-11-02, 2017-03-01, 2017-05-03, 2017-08-04, 2017-11-07, 2018-02-28, 2018-05-09, 2018-08-07, 2018-11-07, 2019-02-26, 2019-05-09, 2019-08-02, 2019-10-31, 2020-02-27, 2020-05-06, 2020-08-05, 2021-05-05, 2021-08-04, 2021-11-03, 2022-02-24, 2022-05-04, 2022-07-27, 2022-11-02"
RH,"2013-04-19, 2013-06-14, 2013-09-10, 2013-12-13, 2014-03-28, 2014-06-12, 2014-09-11, 2014-12-11, 2015-03-27, 2015-06-12, 2015-09-11, 2015-12-11, 2016-03-30, 2016-06-09, 2016-09-09, 2016-12-09, 2017-03-29, 2017-06-02, 2017-09-07, 2017-12-06, 2018-03-28, 2018-06-12, 2018-09-05, 2018-12-04, 2019-03-29, 2019-06-13, 2019-09-11, 2019-12-05, 2020-03-31, 2020-06-05, 2020-09-10, 2020-12-09, 2021-03-24, 2021-06-09, 2021-09-08, 2021-12-08, 2022-03-29, 2022-06-02, 2022-09-08"
HVT,"2008-11-06, 2010-05-08, 2013-05-04, 2013-08-01, 2014-02-25, 2014-08-02, 2014-11-02, 2015-02-24, 2015-05-05, 2015-07-30, 2015-10-30, 2016-02-25, 2016-05-03, 2016-08-02, 2016-11-01, 2017-02-22, 2017-05-02, 2017-08-01, 2017-11-01, 2018-02-21, 2018-05-02, 2018-08-05, 2018-11-01, 2019-02-20, 2019-05-04, 2019-08-03, 2019-11-04, 2020-02-19, 2020-05-21, 2021-02-18, 2021-05-01"
CAL,"2012-11-20, 2013-03-15, 2013-05-29, 2013-08-27, 2013-11-26, 2014-03-14, 2014-05-28, 2014-08-27, 2014-11-25, 2015-03-11, 2015-05-27, 2015-08-28, 2015-11-25, 2016-03-16, 2016-05-26, 2016-08-31, 2016-11-23, 2017-03-17, 2017-05-26, 2017-08-30, 2017-11-22, 2018-03-15, 2018-06-01, 2018-09-05, 2018-11-21, 2019-03-22, 2019-06-03, 2019-08-27, 2019-11-26, 2020-03-13, 2020-06-05, 2020-09-02, 2020-11-19, 2021-03-16, 2021-08-31, 2021-11-18, 2022-03-15, 2022-05-24, 2022-08-23"
FNKO,"2018-05-11, 2018-08-13, 2018-11-09, 2019-03-01, 2019-05-03, 2019-08-10, 2019-11-03, 2020-03-06, 2020-05-09, 2021-03-11, 2021-05-06, 2021-08-05, 2021-11-04, 2022-03-03, 2022-05-05, 2022-08-04, 2022-11-03"
ABG,"2007-10-30, 2010-10-26, 2013-02-19, 2013-04-24, 2013-07-23, 2013-10-22, 2014-02-04, 2014-04-24, 2014-07-22, 2014-10-21, 2015-02-04, 2015-04-21, 2015-07-21, 2015-10-21, 2016-02-04, 2016-04-26, 2016-07-26, 2016-10-25, 2017-02-07, 2017-04-30, 2017-07-25, 2017-10-24, 2018-02-07, 2018-04-24, 2018-07-24, 2018-10-23, 2019-02-06, 2019-04-23, 2019-07-26, 2019-10-22, 2020-02-03, 2020-05-08, 2021-02-02, 2021-04-27, 2022-04-28, 2022-10-27"
AAN,"2009-02-17, 2011-07-26, 2011-10-25, 2012-02-10, 2012-04-27, 2012-07-25, 2012-10-26, 2013-02-08, 2013-04-26, 2013-07-26, 2013-10-25, 2014-02-07, 2014-04-25, 2014-07-26, 2014-10-24, 2015-02-06, 2015-04-24, 2015-07-24, 2015-10-30, 2016-02-18, 2016-04-29, 2016-07-29, 2016-10-29, 2017-02-17, 2017-04-28, 2017-07-28, 2017-10-27, 2018-02-15, 2018-04-26, 2018-07-26, 2018-10-25, 2019-02-15, 2019-04-25, 2019-07-25, 2019-11-05, 2020-02-20, 2020-05-10, 2021-02-23, 2022-02-24, 2022-04-26"
ODP,"2007-07-26, 2007-11-20, 2008-04-29, 2008-07-30, 2008-10-29, 2009-02-24, 2009-07-28, 2009-10-29, 2010-04-27, 2010-10-27, 2011-02-22, 2011-07-26, 2011-10-25, 2012-02-28, 2012-05-01, 2014-11-04, 2016-08-03, 2016-11-02, 2017-03-01, 2017-05-09, 2017-08-09, 2017-11-10, 2018-02-28, 2018-05-09, 2018-08-07, 2018-11-07, 2019-02-27, 2019-05-08, 2019-08-07, 2019-11-06, 2020-02-26, 2020-05-06, 2022-11-03"
MUSA,"2013-11-07, 2014-02-20, 2014-05-06, 2014-08-08, 2014-11-06, 2015-02-05, 2015-05-05, 2015-08-09, 2015-11-07, 2016-02-04, 2016-05-09, 2016-08-04, 2016-11-03, 2017-02-02, 2017-05-02, 2017-08-03, 2017-11-05, 2018-02-02, 2018-05-03, 2018-08-05, 2018-11-05, 2019-01-31, 2019-04-30, 2019-08-03, 2019-11-03, 2020-01-30, 2020-04-17, 2021-05-01, 2021-10-28, 2022-02-03, 2022-05-04, 2022-07-30, 2022-10-27"
AN,"2007-04-26, 2007-07-27, 2007-10-24, 2008-02-07, 2008-04-24, 2008-07-25, 2008-11-06, 2009-01-30, 2009-04-23, 2009-07-31, 2009-10-30, 2011-02-03, 2011-04-26, 2011-07-27, 2011-10-20, 2012-01-26, 2012-04-25, 2012-07-19, 2012-10-25, 2013-01-31, 2013-04-18, 2013-07-18, 2013-10-24, 2014-01-30, 2014-04-17, 2014-07-18, 2014-10-28, 2015-02-04, 2015-04-22, 2015-07-22, 2015-10-28, 2016-01-28, 2016-04-22, 2016-07-29, 2016-10-28, 2017-02-03, 2017-04-26, 2017-08-02, 2017-11-02, 2018-02-01, 2018-05-01, 2018-08-01, 2018-10-30, 2019-02-23, 2019-04-26, 2019-07-23, 2019-10-29, 2020-02-11, 2020-05-12, 2020-07-23, 2020-10-21, 2021-04-20, 2021-07-19, 2021-10-21, 2022-02-17"
JMIA,"2019-05-13, 2019-08-21, 2019-11-12, 2020-02-25, 2020-05-13, 2021-05-14"
SAH,"2008-03-04, 2008-04-29, 2008-08-05, 2009-04-01, 2009-07-28, 2009-10-27, 2010-02-23, 2010-04-27, 2010-07-29, 2010-10-26, 2011-02-22, 2011-04-27, 2011-07-26, 2011-10-25, 2012-02-28, 2012-04-23, 2012-07-23, 2012-10-23, 2013-02-20, 2013-04-23, 2013-07-23, 2013-10-21, 2014-02-19, 2014-04-22, 2014-07-22, 2014-10-21, 2015-02-25, 2015-04-21, 2015-07-20, 2015-10-28, 2016-02-24, 2016-04-26, 2016-07-26, 2016-11-01, 2017-02-21, 2017-04-26, 2017-07-29, 2017-10-24, 2018-02-27, 2018-04-27, 2018-07-28, 2018-10-25, 2019-02-20, 2019-04-26, 2019-07-26, 2019-10-24, 2020-02-19, 2020-05-02, 2021-07-31, 2021-10-28, 2022-02-16, 2022-07-28, 2022-10-29"
KSS,"2007-08-17, 2007-11-16, 2008-02-29, 2008-05-16, 2008-08-15, 2008-11-14, 2009-02-27, 2009-05-14, 2009-08-13, 2009-11-12, 2010-02-25, 2010-05-13, 2010-08-12, 2010-11-11, 2011-02-24, 2011-05-12, 2011-08-11, 2011-11-10, 2012-02-23, 2012-05-10, 2012-08-09, 2012-11-08, 2013-02-28, 2013-05-16, 2013-08-15, 2013-11-14, 2014-02-27, 2014-05-15, 2015-02-26, 2015-05-14, 2015-08-13, 2015-11-12, 2016-02-25, 2016-05-12, 2016-08-11, 2016-11-10, 2017-02-23, 2017-05-12, 2017-08-10, 2017-11-09, 2018-03-01, 2018-05-22, 2018-08-21, 2018-11-20, 2019-03-05, 2019-05-21, 2019-08-20, 2019-11-19, 2020-03-03, 2020-05-19, 2020-08-18"
GRPN,"2012-08-14, 2012-08-15, 2012-08-16, 2012-11-09, 2013-02-28, 2013-05-09, 2013-08-08, 2013-11-08, 2014-02-21, 2014-05-07, 2014-08-05, 2014-10-31, 2015-02-13, 2015-05-06, 2015-08-07, 2015-11-04, 2016-02-12, 2016-04-29, 2016-07-28, 2016-10-27, 2017-02-15, 2017-05-03, 2017-08-02, 2017-11-01, 2018-02-14, 2018-05-09, 2018-08-03, 2018-11-07, 2019-02-13, 2019-05-01, 2019-07-31, 2020-02-19, 2021-02-26, 2022-05-09, 2022-11-07"
JILL,"2017-12-05, 2018-03-15, 2018-05-31, 2018-08-21, 2018-11-28, 2019-03-06, 2019-05-30, 2019-08-27, 2021-12-13"
BURL,"2013-12-10, 2014-09-09, 2014-12-09, 2015-03-17, 2015-06-09, 2015-08-27, 2015-11-24, 2016-03-04, 2016-05-26, 2016-08-25, 2016-11-22, 2017-03-02, 2017-05-25, 2017-08-24, 2017-11-21, 2018-03-08, 2018-05-31, 2018-08-30, 2018-11-28, 2019-03-07, 2019-05-31, 2019-08-29, 2019-11-26, 2020-03-05, 2020-05-28, 2020-08-27"
SBH,"2008-11-20, 2009-02-17, 2011-08-04, 2011-11-16, 2012-02-02, 2012-05-03, 2012-08-02, 2012-11-15, 2013-02-07, 2013-05-04, 2013-08-01, 2013-11-14, 2014-02-06, 2014-05-02, 2014-07-31, 2014-11-13, 2015-02-05, 2015-05-05, 2015-08-06, 2015-11-12, 2016-02-04, 2016-05-05, 2016-08-04, 2016-11-15, 2017-02-02, 2017-05-08, 2017-08-03, 2017-11-15, 2018-02-08, 2018-05-03, 2018-08-02, 2018-11-08, 2019-02-05, 2019-05-01, 2019-07-31, 2019-11-07, 2020-02-06, 2020-08-02, 2021-05-07"
LESL,"2021-02-04, 2021-05-08, 2021-08-07, 2021-12-09, 2022-02-03, 2022-05-07, 2022-08-05"
FND,"2017-05-26, 2017-07-28, 2017-11-03, 2018-03-02, 2018-05-05, 2018-08-05, 2018-11-01, 2019-02-21, 2019-05-06, 2019-08-03, 2019-11-01, 2020-02-21, 2020-05-01, 2021-02-25, 2021-05-08, 2021-11-04, 2022-02-24, 2022-05-05, 2022-08-04, 2022-11-05"
MNSO,"2021-11-18, 2022-03-03"
SFIX,"2017-12-20, 2018-03-19, 2018-06-08, 2018-10-02, 2018-12-11, 2019-03-12, 2019-06-06, 2019-10-02, 2019-12-10, 2020-03-10, 2020-06-09, 2020-09-23, 2020-12-07, 2021-03-08, 2021-06-07, 2021-09-21, 2021-12-07, 2022-03-08, 2022-06-09, 2022-09-20"
URBN,"2007-08-10, 2007-11-08, 2008-03-06, 2008-08-14, 2008-11-14, 2010-11-16, 2011-03-08, 2011-05-17, 2011-08-16, 2011-11-15, 2012-03-13, 2012-05-22, 2012-08-21, 2012-11-20, 2013-03-12, 2013-05-21, 2013-08-20, 2013-11-19, 2014-03-11, 2014-05-20, 2014-08-19, 2014-11-18, 2015-03-10, 2015-05-19, 2015-08-18, 2015-11-17, 2016-03-08, 2016-05-19, 2016-08-17, 2016-11-23, 2017-03-08, 2017-05-17, 2017-08-16, 2017-11-21, 2018-03-07, 2018-05-23, 2018-08-22, 2018-11-20, 2019-03-06, 2019-05-22, 2019-08-21, 2019-11-20, 2020-03-04, 2020-05-20, 2020-08-26, 2020-11-23, 2021-03-02, 2021-05-25, 2021-08-24, 2021-11-22, 2022-03-01, 2022-05-24, 2022-08-23"
FTCH,"2018-11-11, 2019-03-01, 2019-05-16, 2019-08-10, 2019-11-15, 2020-02-28, 2020-05-16, 2020-08-14, 2020-11-12, 2021-02-25, 2021-05-13, 2021-08-19, 2021-11-18, 2022-02-24, 2022-05-26, 2022-08-25"
BRLT,"2022-03-16, 2022-05-14, 2022-08-12, 2022-11-12"
RVLV,"2019-08-10, 2019-11-10, 2020-08-13, 2021-11-03, 2022-02-23, 2022-05-03, 2022-08-03, 2022-11-02"
EVGO,"2021-08-11, 2022-03-23, 2022-08-09, 2022-11-02"
CTRN,"2008-11-25, 2009-08-20, 2009-11-24, 2013-03-15, 2013-05-22, 2013-11-26, 2014-03-14, 2014-08-20, 2014-11-25, 2015-03-13, 2015-05-20, 2015-08-19, 2015-11-24, 2016-03-11, 2016-05-18, 2016-08-17, 2016-11-22, 2017-03-10, 2017-05-17, 2017-08-16, 2017-11-21, 2018-03-16, 2018-05-23, 2018-08-23, 2018-11-30"
ONEW,"2020-08-01, 2022-05-07, 2022-08-05"
WEYS,"2008-11-20, 2009-02-24, 2013-05-03, 2013-08-01, 2014-02-26, 2014-08-06, 2014-11-05, 2015-03-03, 2015-05-06, 2015-08-09, 2015-11-03, 2016-03-03, 2016-05-08, 2016-08-03, 2016-11-08, 2017-03-09, 2017-05-03, 2017-08-11, 2017-10-30, 2018-03-07, 2018-05-07, 2018-08-12, 2018-11-10, 2019-03-06, 2019-05-12, 2019-08-10, 2019-11-08, 2020-03-11, 2020-05-09, 2022-05-07, 2022-08-06, 2022-11-04"
MYTE,2022-05-14
M,"2006-02-21, 2006-05-10, 2006-11-08, 2007-02-27, 2007-05-16, 2007-08-15, 2007-11-14, 2008-02-26, 2008-05-14, 2008-08-13, 2008-11-12, 2009-02-24, 2009-05-13, 2009-08-12, 2009-11-11, 2011-02-22, 2011-05-11, 2011-08-10, 2011-11-09, 2012-02-21, 2012-05-09, 2012-08-08, 2012-11-07, 2013-02-26, 2013-05-15, 2013-08-14, 2013-11-13, 2014-02-25, 2014-05-14, 2014-08-13, 2014-11-12, 2015-02-24, 2015-05-13, 2015-08-12, 2015-11-11, 2016-02-23, 2016-05-11, 2016-08-11, 2016-11-10, 2017-02-21, 2017-05-12, 2017-08-10, 2017-11-09, 2018-02-27, 2018-05-16, 2018-08-15, 2018-11-14, 2019-02-26, 2019-05-15, 2019-08-14, 2020-09-02"
TDUP,"2021-05-12, 2021-08-10, 2021-11-08, 2022-03-07, 2022-05-09, 2022-08-15, 2022-11-14"
HZO,"2008-05-14, 2008-11-11, 2009-02-03, 2009-07-31, 2009-11-06, 2010-02-02, 2010-04-28, 2010-07-30, 2010-11-04, 2011-02-03, 2011-04-29, 2011-07-28, 2011-11-03, 2012-01-31, 2012-04-26, 2012-07-26, 2012-11-01, 2013-01-29, 2013-04-25, 2013-11-05, 2014-01-30, 2014-07-25, 2014-11-04, 2015-01-29, 2015-11-03, 2016-02-04, 2016-04-26, 2016-07-26, 2016-11-01, 2017-01-24, 2017-04-27, 2017-07-20, 2017-10-31, 2018-01-24, 2018-04-28, 2018-07-28, 2018-10-30, 2019-01-23, 2019-04-26, 2019-07-26, 2019-10-29, 2020-01-23, 2020-04-23, 2021-04-22, 2021-07-22, 2022-10-27"
FIVE,"2013-03-28, 2013-06-13, 2013-09-10, 2013-12-06, 2014-03-25, 2014-06-05, 2014-09-11, 2015-06-04, 2015-09-03, 2015-12-04, 2016-03-23, 2016-06-03, 2016-09-01, 2016-12-02, 2017-03-23, 2017-06-02, 2017-08-31, 2017-12-01, 2018-03-22, 2018-06-07, 2018-09-07, 2018-12-06, 2019-03-28, 2019-06-06, 2019-08-29, 2019-12-05, 2020-03-19, 2020-06-10, 2020-09-03, 2020-12-02, 2021-03-17, 2021-06-03, 2021-09-01, 2022-06-08, 2022-08-31"
CHWY,"2019-07-18, 2019-09-18, 2019-12-10, 2020-04-03, 2020-06-10, 2020-09-11, 2021-03-30, 2021-06-10, 2021-09-01, 2021-12-09, 2022-03-29, 2022-06-01, 2022-08-30"
AEO,"2006-03-02, 2006-05-16, 2006-08-15, 2006-11-14, 2007-03-07, 2007-05-22, 2007-08-21, 2007-11-27, 2008-03-12, 2008-05-28, 2008-08-26, 2008-11-25, 2009-03-11, 2009-05-27, 2009-08-27, 2009-11-24, 2010-03-10, 2010-05-26, 2010-11-18, 2011-05-25, 2011-08-24, 2011-11-30, 2012-03-07, 2012-11-28, 2013-03-06, 2013-05-22, 2013-08-21, 2013-12-06, 2014-03-11, 2014-05-21, 2014-08-20, 2014-12-05, 2015-03-04, 2015-05-20, 2015-08-19, 2015-12-03, 2016-03-03, 2016-05-19, 2016-08-17, 2016-11-30, 2017-03-01, 2017-05-17, 2017-08-23, 2017-12-06, 2018-03-08, 2018-05-31, 2018-08-29, 2018-12-12, 2019-03-07, 2019-06-05, 2019-09-04, 2019-12-11, 2020-03-05, 2020-06-03, 2020-09-09, 2020-11-24, 2021-03-03, 2021-05-26, 2022-03-02, 2022-05-26, 2022-09-07"
GCO,"2008-11-25, 2009-03-05, 2012-11-30, 2013-03-08, 2013-05-31, 2013-08-29, 2013-12-06, 2014-03-13, 2014-05-30, 2014-08-28, 2014-12-05, 2015-03-12, 2015-05-29, 2015-09-03, 2015-12-04, 2016-03-13, 2016-05-26, 2016-09-01, 2017-03-10, 2017-05-25, 2017-12-01, 2018-03-15, 2018-06-05, 2018-09-07, 2018-12-07, 2019-03-14, 2019-06-01, 2019-09-06, 2019-12-06, 2020-03-12, 2020-06-09, 2020-09-03"
QUOT,"2014-08-07, 2015-05-06, 2015-08-05, 2016-05-04, 2016-08-03, 2016-11-02, 2017-02-10, 2017-05-03, 2017-08-02, 2017-11-02, 2018-02-14, 2018-05-02, 2018-08-01, 2018-11-12, 2019-02-13, 2019-05-11, 2019-08-11, 2019-11-07, 2020-02-13, 2020-08-09, 2021-08-08, 2021-11-05, 2022-02-09, 2022-05-06"
W,"2015-03-04, 2015-05-11, 2015-08-12, 2015-11-10, 2016-02-25, 2016-05-09, 2016-08-09, 2016-11-08, 2017-02-23, 2017-05-09, 2017-08-08, 2017-11-02, 2018-02-22, 2018-05-02, 2018-08-02, 2018-11-01, 2019-02-23"
DXC,"2006-11-03, 2007-12-21, 2008-02-06, 2008-05-22, 2008-08-06, 2008-11-13, 2009-02-11, 2009-05-21, 2010-02-10, 2010-05-20, 2011-02-09, 2011-05-26, 2011-08-10, 2011-11-09, 2012-02-08, 2012-05-17, 2012-08-08, 2012-11-06, 2013-02-05, 2013-05-15, 2013-08-07, 2013-10-30, 2014-01-31, 2014-05-09, 2014-08-08, 2014-11-07, 2015-02-10, 2015-05-20, 2015-08-12, 2015-11-05, 2016-02-10, 2016-05-25, 2016-08-09, 2017-02-03, 2017-08-09, 2017-11-08, 2018-02-09, 2018-05-25, 2018-08-08, 2018-11-07, 2019-02-08, 2019-05-24, 2019-08-09, 2019-11-12, 2020-02-07, 2020-05-29, 2021-02-04, 2021-05-26, 2021-08-04, 2021-11-03, 2022-02-02, 2022-05-25, 2022-08-03, 2022-11-03"
TENB,"2018-10-31, 2019-02-06, 2019-04-30, 2019-07-30, 2019-10-29, 2020-02-04, 2020-04-28, 2020-07-28, 2020-10-27, 2021-02-02, 2021-04-27, 2022-02-01, 2022-04-26, 2022-07-26"
ESMT,"2022-02-15, 2022-05-07, 2022-08-06"
CCCS,"2021-11-12, 2022-05-07"
GWRE,"2012-09-05, 2012-11-28, 2013-02-27, 2013-05-29, 2013-09-04, 2013-12-04, 2014-03-04, 2014-06-03, 2014-09-03, 2014-12-03, 2015-03-03, 2015-06-03, 2015-09-02, 2015-12-02, 2016-03-02, 2016-06-02, 2016-09-08, 2016-11-30, 2017-03-03, 2017-06-02, 2017-09-07, 2017-11-30, 2018-03-07, 2018-06-06, 2018-09-06, 2018-12-05, 2019-03-07, 2019-06-04, 2019-09-05, 2019-12-05, 2020-03-04, 2020-06-03, 2020-09-02, 2020-12-08, 2021-03-04, 2021-06-02, 2021-09-02, 2021-12-02, 2022-03-08, 2022-06-07, 2022-09-06"
AYX,"2017-08-03, 2017-11-10, 2018-02-23, 2018-05-10, 2018-08-09, 2018-11-09, 2019-02-28, 2019-05-02, 2019-08-01, 2019-11-01, 2020-02-14, 2020-05-07, 2021-02-09, 2021-05-04, 2021-08-03, 2021-11-02, 2022-02-15, 2022-05-03, 2022-08-02, 2022-11-01"
BOX,"2012-11-06, 2015-09-10, 2015-12-03, 2016-03-10, 2016-06-02, 2016-09-01, 2016-12-01, 2017-03-02, 2017-06-01, 2017-08-31, 2017-11-30, 2018-03-01, 2018-11-29, 2019-02-28, 2019-06-04, 2019-08-29, 2019-11-27, 2020-02-27, 2020-05-28, 2020-08-27, 2020-12-01, 2021-03-02, 2021-05-27, 2021-08-25, 2021-11-30, 2022-03-02, 2022-05-25, 2022-08-24"
BL,"2017-02-24, 2017-05-07, 2017-08-05, 2017-11-03, 2018-02-16, 2018-05-05, 2018-08-05, 2018-11-04, 2019-02-15, 2019-05-02, 2019-08-02, 2019-11-06, 2020-02-13, 2020-04-30, 2020-08-07, 2020-10-29, 2021-02-11, 2021-05-06, 2021-08-05, 2021-11-04, 2022-02-10, 2022-05-05, 2022-08-04, 2022-11-03"
BILL,"2020-02-07, 2020-05-10, 2021-02-04, 2021-05-06, 2021-08-26, 2021-11-04, 2022-02-03, 2022-05-05, 2022-08-18, 2022-11-03"
SPSC,"2013-02-07, 2013-04-26, 2013-07-26, 2013-10-24, 2014-02-07, 2014-04-24, 2014-07-24, 2014-10-23, 2015-02-05, 2015-04-23, 2015-07-23, 2015-10-23, 2016-02-04, 2016-04-22, 2016-07-28, 2016-10-27, 2017-02-08, 2017-04-27, 2017-07-28, 2017-10-28, 2018-02-07, 2018-04-27, 2018-07-27, 2018-10-26, 2019-02-13, 2019-04-26, 2019-07-26, 2019-10-25, 2020-02-14, 2020-05-03, 2021-02-11, 2021-07-31, 2021-10-28, 2022-02-09, 2022-07-27, 2022-10-27"
WNS,"2008-02-08, 2013-01-16, 2013-04-17, 2013-07-17, 2013-10-16, 2014-01-15, 2014-04-30, 2014-07-17, 2014-10-16, 2015-01-15, 2015-04-23, 2015-07-16, 2015-10-15, 2016-01-14, 2016-04-28, 2016-07-14, 2016-10-20, 2017-01-19, 2017-04-27, 2017-07-20, 2017-10-27, 2018-01-18, 2018-04-26, 2018-07-19, 2018-10-25, 2019-01-17, 2019-04-27, 2019-10-17, 2020-01-16, 2020-07-16"
DLO,"2021-08-18, 2021-11-16"
DAVA,"2018-11-29, 2019-03-02, 2019-05-21, 2019-09-25, 2019-11-19, 2020-02-14, 2020-05-21, 2020-09-15, 2020-11-12, 2021-02-17"
EXLS,"2009-03-11, 2013-03-01, 2013-05-02, 2013-07-30, 2013-10-30, 2014-03-03, 2014-05-02, 2014-07-30, 2014-10-30, 2015-02-24, 2015-05-03, 2015-07-30, 2015-10-29, 2016-02-23, 2016-04-29, 2016-07-28, 2016-10-27, 2017-02-28, 2017-05-02, 2017-07-27, 2017-10-26, 2018-02-27, 2018-05-01, 2018-08-02, 2018-11-03, 2019-03-01, 2019-05-02, 2019-07-31, 2019-10-29, 2020-03-01, 2020-05-11, 2021-02-28, 2021-05-01, 2021-07-31, 2022-07-30"
CFLT,"2021-11-06, 2022-02-10, 2022-05-05, 2022-08-03, 2022-11-02"
TWLO,"2016-08-09, 2016-11-04, 2017-02-08, 2017-05-03, 2017-08-08, 2017-11-11, 2018-02-14, 2018-05-09, 2018-08-08, 2018-11-07, 2019-02-13, 2019-05-01, 2019-08-01, 2019-10-31, 2020-02-06, 2020-05-07, 2021-02-17, 2021-05-05, 2021-07-29, 2021-10-27, 2022-02-09, 2022-05-04, 2022-08-04, 2022-11-03"
ACIW,"2008-11-06, 2009-02-26, 2013-02-28, 2013-05-02, 2013-08-08, 2013-11-07, 2014-02-27, 2014-05-01, 2014-07-31, 2014-10-30, 2015-02-26, 2015-04-30, 2015-07-30, 2015-11-05, 2016-02-26, 2016-05-05, 2016-07-31, 2016-11-03, 2017-03-02, 2017-05-04, 2017-07-27, 2017-11-04, 2018-02-24, 2018-05-12, 2018-08-04, 2018-11-10, 2019-03-01, 2019-05-11, 2019-08-11, 2019-11-10, 2020-02-27, 2020-08-09, 2021-05-07, 2022-08-05"
JAMF,"2020-09-02, 2020-11-12, 2021-03-04, 2021-05-11, 2021-08-10, 2021-11-11, 2022-03-01, 2022-05-10, 2022-08-06, 2022-11-09"
QLYS,"2012-11-06, 2013-02-12, 2013-05-07, 2013-08-06, 2013-11-05, 2014-02-11, 2014-05-06, 2014-08-05, 2014-11-04, 2015-02-10, 2015-05-05, 2015-08-04, 2015-11-03, 2016-02-09, 2016-05-03, 2016-08-04, 2016-11-04, 2017-02-09, 2017-05-03, 2017-08-03, 2017-11-01, 2018-02-13, 2018-05-02, 2018-08-01, 2018-10-31, 2019-02-13, 2019-05-01, 2019-07-31, 2019-10-30, 2020-02-12, 2020-05-08, 2020-08-11, 2020-11-04, 2021-02-10, 2021-05-05, 2021-08-09, 2021-11-03, 2022-02-10, 2022-05-04, 2022-08-08, 2022-11-02"
PATH,"2021-06-08, 2021-09-07, 2021-12-08, 2022-03-30, 2022-06-01, 2022-09-06"
CWAN,"2021-11-06, 2022-03-02, 2022-05-07, 2022-08-06, 2022-11-04"
CYBR,"2015-02-13, 2015-05-08, 2015-08-12, 2015-11-08, 2016-02-12, 2016-05-06, 2016-08-10, 2016-11-03, 2017-02-10, 2017-05-12, 2017-08-09, 2017-11-03, 2018-02-15, 2018-05-04, 2018-08-08, 2018-11-08, 2019-02-14, 2019-05-14, 2019-08-07, 2019-11-06, 2020-02-12, 2020-05-13"
WEX,"2008-02-25, 2008-05-27, 2008-08-25, 2008-11-03, 2009-02-11, 2009-04-29, 2009-07-29, 2009-10-28, 2010-02-10, 2010-04-28, 2010-07-27, 2010-11-05, 2011-02-10, 2011-05-04, 2011-08-03, 2011-11-02, 2012-02-08, 2012-05-02, 2012-08-01, 2012-10-31, 2013-02-06, 2013-05-01, 2013-07-31, 2013-10-30, 2014-02-05, 2014-04-30, 2014-07-30, 2014-10-29, 2015-02-09, 2015-05-02, 2015-08-01, 2015-10-28, 2016-02-08, 2016-04-28, 2016-07-27, 2016-10-27, 2017-02-13, 2017-04-27, 2017-07-30, 2017-11-01, 2018-02-21, 2018-05-03, 2018-08-02, 2018-10-31, 2019-03-21, 2019-05-04, 2019-08-05, 2019-10-31, 2020-02-13, 2020-05-10, 2021-04-29, 2021-07-29, 2021-10-28, 2022-02-10, 2022-04-28, 2022-07-28"
